FID,Field1,FID_,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp,PassProb,FailProb,FailRank,FID_1,Inspection_1,DBA_Name,AKA_Name,License__1,Facility_T,Address,City,State,Zip_1,Latitude_1,Longitude_1,Violation_1,Risk1,Type_1,Pass1,d_13fail,d_cri14,d_sancom14
2297,1877,1876,1441578,1222441,Risk 1 (High),60657,41.939441160000001,-87.649102769999999,1,1,0,Canvass,2009,HALSTED,179.926500000000000,363.673299999999980,332.131599999999990,317.910000000000030,2,63.10%,36.90%,2298,971,1441578,EAT A PITA,EAT A PITA,1222441,Restaurant,3155 N HALSTED ST,CHICAGO,IL,60657,41.939441156999997,-87.649102771499997,1,1,Canvass,1,369.853200000000020,363.673099999999980,332.131700000000020
2298,4023,4022,1228431,1969715,Risk 1 (High),60604,41.878014489999998,-87.633189029999997,0,1,1,Canvass Re-Inspection,1928,JACKSON,612.028400000000030,596.889999999999990,886.967200000000050,1130.397099999999900,2,63.10%,36.90%,2299,12842,1228431,WOLVERINE TRADING LLC,WOLVERINE TRADING LLC,1969715,Restaurant,175 W JACKSON BLVD,CHICAGO,IL,60604,41.878014487199998,-87.633189029999997,1,1,Canvass Re-Inspection,1,318.941700000000030,596.889900000000010,787.842200000000050
2299,4859,4858,1497742,2088702,Risk 1 (High),60654,41.895636269999997,-87.628320320000000,1,0,0,Canvass Re-Inspection,1999,STATE,435.222500000000030,381.437400000000030,689.160499999999960,1654.648200000000100,2,63.12%,36.88%,2300,2700,1497742,ROY'S,ROY'S,2088702,Restaurant,720 N STATE ST,CHICAGO,IL,60654,41.895636271999997,-87.628320322400000,0,1,Canvass Re-Inspection,1,677.401899999999960,381.437799999999980,412.282400000000000
2300,3914,3913,1439389,1953900,Risk 1 (High),60611,41.893475359999996,-87.622574670000006,1,1,0,Canvass Re-Inspection,1991,ST,430.220300000000010,753.512100000000030,320.475199999999970,1447.547900000000000,2,63.12%,36.88%,2301,6734,1439389,THE CAPITAL GRILLE,THE CAPITAL GRILLE,1953900,Restaurant,633 N ST CLAIR ST,CHICAGO,IL,60611,41.893475357699998,-87.622574673599999,1,1,Canvass Re-Inspection,1,111.143800000000000,753.511999999999940,888.536200000000010
2301,3174,3173,1501307,1800225,Risk 1 (High),60618,41.939194469999997,-87.711416259999993,1,1,0,Canvass,1905,BELMONT,409.493600000000010,579.749000000000020,576.355199999999970,1912.512800000000000,2,63.12%,36.88%,2302,1979,1501307,SUBWAY,SUBWAY,1800225,Restaurant,3333 W BELMONT AVE,CHICAGO,IL,60618,41.939194466499998,-87.711416256600003,1,1,Canvass,1,487.460300000000020,579.748000000000050,102.131900000000000
2302,5596,5595,1439535,2163526,Risk 1 (High),60611,41.898320980000001,-87.621221520000006,1,1,1,Complaint,1930,CHESTNUT,492.139400000000020,126.504400000000000,558.136700000000020,696.395499999999970,2,63.12%,36.88%,2303,3778,1439535,mEAT ON CHESTNUT,,2163526,Restaurant,215 E CHESTNUT ST,CHICAGO,IL,60611,41.898320983900000,-87.621221517500004,1,1,Complaint,1,465.555400000000020,126.505200000000000,252.886699999999990
2303,3074,3073,1502052,1742949,Risk 1 (High),60616,41.845606500000002,-87.633885609999993,1,1,0,Complaint,1988,26TH,681.251200000000040,868.007299999999990,468.652199999999990,1995.761700000000000,2,63.12%,36.88%,2304,1197,1502052,RICOBENE'S ON 26TH STREET,RICOBENE'S ON 26TH STREET,1742949,Restaurant,252 W 26TH ST,CHICAGO,IL,60616,41.845606500800002,-87.633885614500002,1,1,Complaint,1,1240.816600000000100,868.006899999999970,468.652899999999990
2304,2254,2253,1453643,1444652,Risk 1 (High),60604,41.878014489999998,-87.633189029999997,1,1,1,Canvass,1928,JACKSON,422.556800000000010,596.889999999999990,886.967200000000050,1130.397099999999900,2,63.13%,36.87%,2305,1301,1453643,QDOBA MEXICA GRILL,QDOBA MEXICA GRILL,1444652,Restaurant,175 W JACKSON BLVD,CHICAGO,IL,60604,41.878014487199998,-87.633189029999997,1,1,Canvass,1,318.941700000000030,596.889900000000010,886.966900000000010
2305,376,375,1441381,15777,Risk 1 (High),60657,41.936450170000001,-87.650552450000006,0,1,0,Canvass Re-Inspection,1965,WELLINGTON,119.443700000000010,620.309399999999980,404.838300000000000,1302.312500000000000,2,63.13%,36.87%,2306,4794,1441381,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,RENDEVOUZ CAFETERIA,15777,Restaurant,836 W WELLINGTON AVE,CHICAGO,IL,60657,41.936450167600000,-87.650552451999999,1,1,Canvass Re-Inspection,1,672.736599999999950,620.309200000000030,209.379400000000000
2306,6833,6832,1502036,2303968,Risk 2 (Medium),60621,41.779513260000002,-87.653513290000006,1,1,0,Canvass,2008,63RD,678.630000000000000,294.084900000000000,553.055100000000040,2101.188500000000200,2,63.14%,36.86%,2307,1274,1502036,RED FISH & CHICKEN GRILL,RED FISH & CHICKEN GRILL,2303968,Restaurant,1137 W 63RD ST,CHICAGO,IL,60621,41.779513256999998,-87.653513294700005,1,1,Canvass,1,574.152799999999960,294.084000000000000,553.054600000000050
2307,2436,2435,1498036,1495075,Risk 1 (High),60625,41.968074970000004,-87.679019600000004,1,1,0,Canvass,1909,DAMEN,577.631300000000010,441.115900000000010,496.662500000000020,1911.631100000000100,2,63.14%,36.86%,2308,2382,1498036,BUDACKIS DRIVE-IN HOT DOGS,BUDACKIS DRIVE-IN HOT DOGS,1495075,Restaurant,4739 N DAMEN AVE,CHICAGO,IL,60625,41.968074971800000,-87.679019604600001,1,1,Canvass,1,1067.401800000000100,441.115999999999990,351.213300000000000
2308,1024,1023,1513133,39836,Risk 1 (High),60610,41.903807440000001,-87.630493590000000,1,1,0,Canvass,1981,DIVISION,317.624500000000010,689.004199999999970,266.907600000000000,1393.971800000000000,2,63.15%,36.85%,2309,300,1513133,EMPIRE RESTAURANT,EMPIRE RESTAURANT,39836,Restaurant,49 W DIVISION ST,CHICAGO,IL,60610,41.903807437899999,-87.630493591700002,1,1,Canvass,1,503.842199999999990,689.004500000000010,266.907400000000000
2309,6438,6437,1491196,2278116,Risk 2 (Medium),60613,41.954060400000003,-87.677727090000005,0,1,0,Canvass Re-Inspection,1902,IRVING,271.271900000000020,542.575799999999960,386.122400000000030,2055.985799999999900,2,63.15%,36.85%,2310,5745,1491196,BUZZ,BUZZ,2278116,Restaurant,1935 W IRVING PARK RD,CHICAGO,IL,60613,41.954060404800003,-87.677727087600005,1,1,Canvass Re-Inspection,1,413.818400000000000,542.574899999999960,374.578599999999990
2310,3932,3931,1490710,1954915,Risk 1 (High),60623,41.844120680000003,-87.726213340000001,0,1,0,Canvass Re-Inspection,1914,26TH,57.416300000000000,550.277900000000050,397.064200000000030,2220.783300000000100,2,63.15%,36.85%,2311,6287,1490710,BLANCO & NEGRO RESTAURANT,BLANCO & NEGRO RESTAURANT,1954915,Restaurant,4043 W 26TH ST,CHICAGO,IL,60623,41.844120681600003,-87.726213344599998,1,1,Canvass Re-Inspection,1,1720.495500000000000,550.278400000000030,175.434200000000000
2311,7057,7056,1092918,2314067,Risk 1 (High),60657,41.933732939999999,-87.644424760000007,0,1,0,License Re-Inspection,1949,BROADWAY,306.758100000000010,380.712300000000030,447.628600000000010,1816.650799999999900,2,63.15%,36.85%,2312,9795,1092918,COHIBA CUBAN CUISINE INC,COHIBA CUBAN CUISINE,2314067,Restaurant,2835 N BROADWAY,CHICAGO,IL,60657,41.933732940500001,-87.644424762400007,1,1,License Re-Inspection,1,228.243500000000010,380.712300000000030,952.452800000000020
2312,3215,3214,1482327,1803230,Risk 1 (High),60640,41.967336510000003,-87.656059600000006,0,1,0,Complaint Re-Inspection,1921,KENMORE,68.060599999999994,450.285700000000020,67.061800000000005,1445.843499999999900,2,63.15%,36.85%,2313,5117,1482327,BQ AFROROOT CUISINE,BQ AFROROOT CUISINE,1803230,Restaurant,4701 N KENMORE AVE,CHICAGO,IL,60640,41.967336512700001,-87.656059597899997,1,1,Complaint Re-Inspection,1,684.952900000000000,450.285500000000010,218.767799999999990
2313,1416,1415,1473626,66911,Risk 1 (High),60625,41.963663009999998,-87.685474170000006,0,1,0,Canvass Re-Inspection,1917,LINCOLN,654.863600000000020,466.494599999999990,914.224000000000050,2209.756100000000100,2,63.15%,36.85%,2314,7586,1473626,BISTRO CAMPAGNE,BISTRO CAMPAGNE,66911,Restaurant,4518 N LINCOLN AVE,CHICAGO,IL,60625,41.963663011300000,-87.685474173599999,1,1,Canvass Re-Inspection,1,775.961400000000030,466.494599999999990,683.549800000000000
2314,6462,6461,1502144,2278869,Risk 1 (High),60618,41.941426290000003,-87.690799299999995,1,1,0,Canvass,1972,CAMPBELL,68.839399999999998,1261.993500000000000,757.117899999999960,962.068300000000020,2,63.16%,36.84%,2315,1053,1502144,"SHIV CAFETERIA, INC.",DEVRY,2278869,Restaurant,3300 N CAMPBELL AVE,CHICAGO,IL,60618,41.941426292800003,-87.690799300799995,1,1,Canvass,1,1867.676999999999900,1261.993400000000100,757.118200000000000
2315,3656,3655,1447283,1904569,Risk 1 (High),60606,41.886025410000002,-87.636297700000000,0,1,0,Canvass Re-Inspection,1983,WACKER,373.080800000000010,709.377399999999970,530.454399999999960,1764.699000000000100,2,63.16%,36.84%,2316,9031,1447283,ARAMARK NUVEEN INVESTMENTS CAFE,ARAMARK NUVEEN INVESTMENTS CAFE,1904569,Restaurant,333 W WACKER DR,CHICAGO,IL,60606,41.886025412499997,-87.636297703200000,1,1,Canvass Re-Inspection,1,676.604100000000020,709.377899999999950,242.949299999999990
2316,3389,3388,1387700,1846937,Risk 1 (High),60628,41.720876050000001,-87.643345920000002,1,1,0,Complaint,1972,HALSTED,572.680100000000040,929.532600000000000,306.560999999999980,3195.398900000000100,2,63.17%,36.83%,2317,2443,1387700,SUBWAY,SUBWAY,1846937,Restaurant,9518 S HALSTED ST,CHICAGO,IL,60628,41.720876048699999,-87.643345920300007,1,1,Complaint,1,3510.869999999999900,929.532400000000050,457.677700000000020
2317,7506,7505,1447396,2348968,Risk 1 (High),60606,41.886025410000002,-87.636297700000000,0,0,0,License Re-Inspection,1983,WACKER,284.651500000000000,709.377399999999970,530.454399999999960,1764.699000000000100,2,63.17%,36.83%,2318,5673,1447396,GOODWIN'S,GOODWIN'S RESTAURANT,2348968,Restaurant,333 W WACKER DR,CHICAGO,IL,60606,41.886025412499997,-87.636297703200000,0,1,License Re-Inspection,1,676.604100000000020,709.377899999999950,1295.382100000000000
2318,495,494,1441487,21999,Risk 1 (High),60657,41.945698499999999,-87.649291599999998,1,1,0,Canvass,1924,HALSTED,414.945699999999990,310.222699999999970,212.366199999999990,1883.057800000000000,2,63.17%,36.83%,2319,2849,1441487,TACO & BURRITOS PALACE,TACO & BURRITOS PALACE,21999,Restaurant,3507 N HALSTED ST,CHICAGO,IL,60657,41.945698499400002,-87.649291597300007,1,1,Canvass,1,72.096100000000007,310.222899999999980,525.563599999999950
2319,1585,1584,1473505,86092,Risk 1 (High),60654,41.895773519999999,-87.629610540000002,1,1,0,Canvass Re-Inspection,1994,DEARBORN,437.546800000000020,577.064499999999950,523.653800000000050,1543.828199999999900,2,63.17%,36.83%,2320,7717,1473505,BELLA LUNA CAFE,BELLA LUNA CAFE,86092,Restaurant,731 N DEARBORN ST,CHICAGO,IL,60654,41.895773515000002,-87.629610540900003,1,1,Canvass Re-Inspection,1,586.747700000000010,577.063899999999990,280.959900000000000
2321,7600,7599,1497061,2354522,Risk 1 (High),60647,41.924783580000003,-87.711086690000002,0,1,0,License,1905,FULLERTON,344.676199999999990,294.370400000000020,308.558400000000010,1768.098000000000000,2,63.17%,36.83%,2322,3455,1497061,DENA KITCHEN,DENA KITCHEN,2354522,Restaurant,3306 W FULLERTON AVE,CHICAGO,IL,60647,41.924783583400000,-87.711086688699993,1,1,License,1,940.345000000000030,294.370700000000000,202.888700000000000
2322,310,309,1491061,12380,Risk 1 (High),60618,41.954163100000002,-87.685732029999997,0,1,0,Canvass Re-Inspection,1894,IRVING,517.322800000000030,763.303999999999970,302.110700000000010,2016.423200000000000,2,63.18%,36.82%,2323,5823,1491061,CHICAGO JOE'S,CHICAGO JOE'S,12380,Restaurant,2252-2256 W IRVING PARK RD,CHICAGO,IL,60618,41.954163104700001,-87.685732033600004,1,1,Canvass Re-Inspection,1,812.675399999999970,763.304200000000040,163.290300000000000
2323,4212,4211,1447581,1997729,Risk 1 (High),60606,41.881835469999999,-87.633897390000001,1,1,0,Canvass,1997,MADISON,298.070299999999970,319.608000000000000,254.800800000000010,1254.553300000000000,2,63.19%,36.81%,2324,910,1447581,JIMMY JOHNS,JIMMY JOHNS,1997729,Restaurant,201 W MADISON ST,CHICAGO,IL,60606,41.881835465899997,-87.633897388600005,1,1,Canvass,1,399.110500000000000,319.608099999999980,254.800299999999990
2324,3624,3623,1482447,1899152,Risk 1 (High),60640,41.966219629999998,-87.666787009999993,1,1,0,Canvass,1901,CLARK,168.288800000000010,848.263900000000040,333.064900000000020,2034.475799999999900,2,63.21%,36.79%,2325,2914,1482447,TIZTAL CAFE INC.,TIZTAL CAFE,1899152,Restaurant,4631 N CLARK ST,CHICAGO,IL,60640,41.966219629699999,-87.666787006700005,1,1,Canvass,1,477.694599999999980,848.263199999999980,386.564200000000030
2325,5043,5042,1441533,2113879,Risk 1 (High),60657,41.935558159999999,-87.644101579999997,1,1,0,Canvass,1912,BROADWAY,862.170799999999990,280.610599999999980,121.784400000000010,2216.757400000000000,2,63.21%,36.79%,2326,1973,1441533,"MISTA PIZZA,LLC",MISTA PIZZA,2113879,Restaurant,2921 N BROADWAY,CHICAGO,IL,60657,41.935558161899998,-87.644101580699996,1,1,Canvass,1,279.424100000000010,280.610200000000020,189.879600000000010
2326,4671,4670,1493245,2065298,Risk 1 (High),60625,41.968154220000002,-87.693638129999997,0,1,0,Canvass Re-Inspection,1915,ROCKWELL,146.189100000000000,655.210500000000020,171.958200000000010,1196.389699999999900,2,63.21%,36.79%,2327,5539,1493245,THE RED LION LINCOLN SQUARE,THE RED LION LINCOLN SQUARE,2065298,Restaurant,4749-4753 N ROCKWELL ST,CHICAGO,IL,60625,41.968154220800002,-87.693638126300002,1,1,Canvass Re-Inspection,1,925.011100000000060,655.210299999999960,275.791000000000000
2327,1677,1676,1439534,1092606,Risk 1 (High),60611,41.891279290000000,-87.614107529999998,1,1,0,Canvass Re-Inspection,2013,LAKE,177.596900000000010,577.472800000000010,744.632899999999950,1670.813300000000000,2,63.21%,36.79%,2328,3769,1439534,CITE RESTAURANT,CITE RESTAURANT,1092606,Restaurant,505 N LAKE SHORE DR,CHICAGO,IL,60611,41.891279293499998,-87.614107533300000,1,1,Canvass Re-Inspection,1,697.165399999999980,577.472300000000020,422.403500000000010
2328,4211,4210,1497367,1997650,Risk 1 (High),60616,41.852052520000001,-87.632505280000004,0,1,1,Canvass Re-Inspection,1908,22ND,486.521200000000020,222.459000000000000,512.887299999999980,1405.175700000000000,2,63.22%,36.78%,2329,3146,1497367,"ORIGINAL TRIPLE CROWN RESTAURANT, INC.",ORIGINAL TRIPLE CROWN RESTAURANT,1997650,Restaurant,211 W 22ND PL,CHICAGO,IL,60616,41.852052519799997,-87.632505281099995,1,1,Canvass Re-Inspection,1,39.819200000000002,222.459000000000000,287.333900000000030
2329,5720,5719,1439302,2184461,Risk 1 (High),60611,41.891279290000000,-87.614107529999998,0,1,0,Canvass Re-Inspection,2013,LAKE,116.100300000000000,577.472800000000010,744.632899999999950,1670.813300000000000,2,63.22%,36.78%,2330,8822,1439302,THE BISTRO BY THE PIER,THE BISTRO BY THE PIER,2184461,Restaurant,505 N LAKE SHORE DR,CHICAGO,IL,60611,41.891279293499998,-87.614107533300000,1,1,Canvass Re-Inspection,1,697.165399999999980,577.472300000000020,902.653299999999940
2330,3593,3592,1464669,1893492,Risk 1 (High),60660,41.990520089999997,-87.660135909999994,1,1,0,Canvass,1916,BROADWAY,331.139599999999970,797.608399999999960,407.957400000000010,1690.269800000000000,2,63.22%,36.78%,2331,86,1464669,INDIE CAFE,INDIE  CAFE,1893492,Restaurant,5951-5953 N BROADWAY,CHICAGO,IL,60660,41.990520089599997,-87.660135907400004,1,1,Canvass,1,162.293600000000000,797.608100000000040,407.957499999999980
2331,3498,3497,1439378,1878871,Risk 1 (High),60611,41.892378770000001,-87.626983280000005,0,1,0,Canvass Re-Inspection,2009,OHIO,268.066199999999980,501.712200000000000,417.995099999999980,1194.216500000000000,2,63.23%,36.77%,2332,6966,1439378,FLEMING'S PRIME STEAKHOUSE & WINEBAR,FLEMING'S PRIME STEAKHOUSE & WINEBAR,1878871,Restaurant,25 E OHIO ST,CHICAGO,IL,60611,41.892378774199997,-87.626983276999994,1,1,Canvass Re-Inspection,1,75.713600000000000,501.713500000000010,509.374900000000030
2332,5200,5199,1512579,2129629,Risk 1 (High),60623,41.840536950000001,-87.704773329999995,1,1,0,Canvass,1919,KEDZIE,556.582400000000010,399.871699999999980,622.939100000000050,2761.917100000000100,2,63.23%,36.77%,2333,673,1512579,SUBWAY,SUBWAY,2129629,Restaurant,2811 S KEDZIE AVE,CHICAGO,IL,60623,41.840536950400001,-87.704773331100000,1,1,Canvass,1,1882.558800000000000,399.871899999999980,622.939200000000030
2333,7171,7170,1092938,2320891,Risk 2 (Medium),60657,41.946699219999999,-87.664152639999998,0,1,0,License Re-Inspection,1911,SOUTHPORT,176.703900000000000,270.395300000000020,457.602700000000030,2248.543099999999900,2,63.23%,36.77%,2334,9341,1092938,ANTHONY'S,ANTHONY'S,2320891,Restaurant,3548 N SOUTHPORT AVE,CHICAGO,IL,60657,41.946699215700001,-87.664152637499996,1,1,License Re-Inspection,1,567.497899999999960,270.394700000000000,20207.507300000001000
2334,3018,3017,1107162,1738099,Risk 1 (High),60640,41.978123359999998,-87.668755869999998,0,1,0,Canvass Re-Inspection,1913,BERWYN,457.154400000000010,460.956200000000020,406.536600000000020,1791.450499999999900,2,63.25%,36.75%,2335,9328,1107162,RANALLIS,RANALLIS,1738099,Restaurant,1508-1512 W BERWYN AVE,CHICAGO,IL,60640,41.978123357800001,-87.668755869199998,1,1,Canvass Re-Inspection,1,460.259799999999980,460.956700000000010,741.997100000000050
2335,1966,1965,1512304,1272252,Risk 1 (High),60616,41.845284100000001,-87.641495379999995,1,1,1,Canvass,1868,26TH,320.320400000000010,565.215799999999940,361.725799999999990,1968.213900000000000,2,63.25%,36.75%,2336,950,1512304,WING YIP RESTAURANT,WING YIP RESTAURANT,1272252,Restaurant,537 W 26TH ST,CHICAGO,IL,60616,41.845284104299999,-87.641495378299993,1,1,Canvass,1,2784.347000000000200,565.216599999999970,361.726200000000010
2336,6878,6877,1496949,2304675,Risk 1 (High),60609,41.794424050000003,-87.644438719999997,1,1,0,Canvass,2005,GARFIELD,390.197499999999990,653.815200000000000,512.940100000000030,2094.953500000000100,2,63.26%,36.74%,2337,3570,1496949,SUBWAY 34028,SUBWAY 34028,2304675,Restaurant,742 W GARFIELD BLVD,CHICAGO,IL,60609,41.794424047200003,-87.644438715000007,1,1,Canvass,1,2608.229899999999800,653.815799999999970,248.962999999999990
2337,4826,4825,1464667,2084592,Risk 1 (High),60660,41.994685199999999,-87.658398129999995,1,1,0,Canvass,1924,GRANVILLE,660.950799999999960,391.847600000000000,685.729900000000040,1895.903299999999900,2,63.26%,36.74%,2338,84,1464667,PETE'S  PIZZA & BAKE HOUSE,PETE'S  PIZZA & BAKE HOUSE,2084592,Restaurant,1100 W GRANVILLE AVE,CHICAGO,IL,60660,41.994685200500001,-87.658398132299993,1,1,Canvass,1,463.142600000000020,391.847600000000000,685.729500000000030
2338,3458,3457,1512888,1873390,Risk 1 (High),60625,41.965989980000003,-87.688972269999994,1,1,0,Canvass,1931,WESTERN,326.144999999999980,310.496399999999990,575.675899999999960,1487.799000000000000,2,63.28%,36.72%,2339,437,1512888,THAI OSCAR,THAI OSCAR RESTAURANT,1873390,Restaurant,4638 N WESTERN AVE,CHICAGO,IL,60625,41.965989980300002,-87.688972267699995,1,1,Canvass,1,678.485699999999950,310.496500000000030,575.675700000000010
2339,5490,5489,1512837,2152981,Risk 1 (High),60603,41.881147220000003,-87.626034739999994,1,1,1,Canvass,1902,WABASH,148.118300000000000,386.687200000000020,368.694399999999970,1157.966500000000000,2,63.28%,36.72%,2340,487,1512837,CAMPUS CENTER CAFE,CAMPUS CENTER CAFE,2152981,Restaurant,37 S WABASH AVE FL,CHICAGO,IL,60603,41.881147215699997,-87.626034735199994,1,1,Canvass,1,136.350200000000000,386.688800000000010,368.696100000000000
