FID,Inspection,DBA_Name,AKA_Name,License__,Facility_T,Address,City,State,Zip,Latitude,Longitude,Violation,Risk1,Type,Pass1,d_13fail,d_cri14,d_sancom14
7569,1296954,L.C. QUICK BITES,L.C. QUICK BITES,2088431,Restaurant,10018 S WESTERN AVE,CHICAGO,IL,60643,41.711275688500002,-87.681913888099999,1,1,Canvass,1,2002.122300000000000,1367.082900000000100,250.118799999999990
7570,1447344,FFT CAFE,FFT CAFE,2027070,Restaurant,30 S WACKER,CHICAGO,IL,60606,41.881407211599999,-87.637155093199993,1,1,Canvass,1,535.759999999999990,857.652399999999940,559.209799999999970
7571,1447345,FFT CAFE,FUEL,2032123,Restaurant,30 S WACKER,CHICAGO,IL,60606,41.881407211599999,-87.637155093199993,1,1,Canvass,1,535.759999999999990,857.652399999999940,350.247999999999990
7572,1447347,RIVERS,RIVERS,29177,Restaurant,30 S WACKER DR,CHICAGO,IL,60606,41.881407211599999,-87.637155093199993,1,1,Canvass Re-Inspection,1,535.759999999999990,857.652399999999940,899.748500000000040
7573,1424325,HALA IN,HALA IN,2013241,Restaurant,4624 W LAWRENCE AVE,CHICAGO,IL,60630,41.968181220500000,-87.743933946699997,1,1,Canvass,1,1905.738400000000000,707.021499999999950,83.687299999999993
7574,1445230,SAMMY'S RED HOTS,SAMMY'S RED HOTS,1767685,Restaurant,238 W DIVISION ST,CHICAGO,IL,60610,41.903937604600003,-87.636214700200000,1,1,Complaint,1,451.166400000000010,470.332900000000000,436.524600000000020
7575,1467334,SUBWAY,SUBWAY,2269625,Restaurant,1525 W MADISON ST,CHICAGO,IL,60607,41.881356744400001,-87.665499345300006,1,1,Canvass,1,1624.823400000000000,325.221900000000010,883.609600000000000
7576,1439358,NEW ROBOZO CHICAGO,NEW ROBOZO CHICAGO,1933945,Restaurant,46 E SUPERIOR ST,CHICAGO,IL,60611,41.895815759199998,-87.626416460100003,1,1,Canvass,1,351.477600000000000,145.543000000000010,674.015800000000010
7577,1473635,BLUE SKY BAKERY & CAFE,BLUE SKY BAKERY & CAFE,2036397,Restaurant,3720 N LINCOLN AVE,CHICAGO,IL,60613,41.949356857300003,-87.675581370000003,1,1,Canvass,1,1284.493700000000000,429.980000000000020,267.157500000000030
7578,1473613,THE SANDWICH BREAK,THE SANDWICH BREAK,2184253,Restaurant,2942 W 63RD ST,CHICAGO,IL,60629,41.779165136400003,-87.697532566999996,1,1,Canvass,1,815.185399999999960,113.767100000000000,335.103999999999980
7579,1473618,Guckenheimer @ mars itc.,ITC  Cafe,2184424,Restaurant,930 W EVERGREEN AVE,CHICAGO,IL,60642,41.905021262299996,-87.652519544399993,1,1,Canvass,1,1851.928400000000000,1854.755900000000100,623.609299999999960
7580,1473616,SUBWAY,SUBWAY,1926480,Restaurant,3706 N SOUTHPORT AVE,CHICAGO,IL,60613,41.949147759200002,-87.664221784899993,1,1,Canvass,1,1189.858300000000100,598.403500000000010,507.735900000000020
7581,1473621,Q SAZON MEXICAN,Q SAZON MEXICAN,2256167,Restaurant,8451 S PULASKI RD,CHICAGO,IL,60652,41.738800446900001,-87.721422559000004,0,1,Canvass,1,6432.724699999999800,544.750499999999990,443.770699999999980
